"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.answer1","Answer.answer2","Answer.obj1val","Answer.obj2val","Answer.obj3val","Approve","Reject"
"2S3YHVI44OS23E089S5ZYBAPZMXY4B","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:52 GMT 2011","1","","600","604800","Sun Oct 23 23:16:52 GMT 2011","241","","28349F9SSSHXKUPOJXK5N5FAL14TXW","A2A52EATFDQJ1P","Approved","Wed Oct 12 15:26:17 GMT 2011","Wed Oct 12 15:26:55 GMT 2011","Wed Oct 19 08:26:55 PDT 2011","Mon Oct 17 10:07:34 PDT 2011","","","38","100% (2/2)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0001.jpg","green","striped","blue","dotted","color","pattern","3","3","3","cloud","green","striped","cloud","green","striped","cloud","green","striped","3","3","44","44","12"
"2K6U3K4F0OHOEK74E2BO8L92BP9010","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:43 GMT 2011","1","","600","604800","Sun Oct 23 23:16:43 GMT 2011","1271","","2P5EY5COW0LGAS988W6LI6VPVPLW59","A1BEAWGPIK032A","Approved","Tue Oct 04 16:57:19 GMT 2011","Tue Oct 04 16:58:09 GMT 2011","Tue Oct 11 16:58:09 GMT 2011","2011/10/11 17:02:51 +0000","","","50","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0001.jpg","green","striped","blue","dotted","color","pattern","2","1","3","cloud","blue","dotted","cloud","green","dotted","cloud","green","striped","2","1","0","50","50"
"2IFERSQV66RL8AOTZMMWGVKI0DKB3P","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:52 GMT 2011","1","","600","604800","Sun Oct 23 23:16:52 GMT 2011","614","","2J0JHSTLB3L0Y4P9ET2JKJRGXW8HTK","A18FAY55CMWH8K","Approved","Sun Oct 09 11:40:57 GMT 2011","Sun Oct 09 11:43:43 GMT 2011","Sun Oct 16 11:43:43 GMT 2011","2011/10/16 11:44:59 +0000","","","166","100% (4/4)","100% (3/3)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0002.jpg","green","square","blue","circle","color","shape","3","3","2","square","green","solid","square","green","solid","square","green","solid","3","3","33","33","34"
"26QJVCNHMVHV35P0X6B2D4J73VN02H","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:52 GMT 2011","1","","600","604800","Sun Oct 23 23:16:52 GMT 2011","1097","","2V0I9NZW6HEZPHK4M1YTE69IVGDNXD","A1SPYMUIAK8I5M","Approved","Wed Oct 05 04:49:07 GMT 2011","Wed Oct 05 04:50:46 GMT 2011","Wed Oct 12 04:50:46 GMT 2011","2011/10/12 04:55:13 +0000","","","99","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0003.jpg","green","striped","blue","dotted","color","pattern","3","3","3","cloud","green","striped","cloud","green","striped","cloud","green","striped","3","3","33","33","34"
"25UCF0CP5KXPCBTIE2PGAPM7H92XWQ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:43 GMT 2011","1","","600","604800","Sun Oct 23 23:16:43 GMT 2011","1108","","22FTL0XULRGNC4P3IR4XBFP9O06P34","AUITQXHDMDBJQ","Approved","Wed Oct 05 04:07:24 GMT 2011","Wed Oct 05 04:08:18 GMT 2011","Wed Oct 12 04:08:18 GMT 2011","2011/10/12 04:10:01 +0000","","","54","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0002.jpg","circle","blue","square","green","shape","color","2","1","1","circle","blue","solid","circle","green","solid","square","green","solid","2","1","25","25","50"
"26U6SK9RJ85OIB5EDR1AVMOOKGBT5N","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:52 GMT 2011","1","","600","604800","Sun Oct 23 23:16:52 GMT 2011","338","","2EB3NAB6BFMFYH4YEYSTPFDIGK3UHW","A2H71RS9JWSKM3","Approved","Tue Oct 11 17:58:39 GMT 2011","Tue Oct 11 17:59:36 GMT 2011","Tue Oct 18 10:59:36 PDT 2011","Mon Oct 17 10:07:48 PDT 2011","","","57","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0004.jpg","blue","dotted","green","striped","color","pattern","3","3","3","cloud","blue","dotted","cloud","blue","dotted","cloud","blue","dotted","3","3","33","33","34"
"2Q9J85OZIZEH53GPITFQBEWPRWUAYZ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:43 GMT 2011","1","","600","604800","Sun Oct 23 23:16:43 GMT 2011","560","","28I4J3NAB6BF58LOU39T7TJHFZRSFK","A2UNQAI5MDCKYG","Rejected","Sun Oct 09 19:49:33 GMT 2011","Sun Oct 09 19:50:20 GMT 2011","Sun Oct 16 12:50:20 PDT 2011","","Thu Oct 13 11:28:40 PDT 2011","The instructions clearly state to do only one ""Communication Game"" HIT. Since you completed the HIT multiple times, I have to reject your submission.","47","6% (2/35)","3% (1/34)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0003.jpg","square","blue","circle","green","shape","color","2","1","1","square","blue","solid","square","green","solid","circle","green","solid","2","1","40","40","20"
"2Q9J85OZIZEH53GPITFQBEWPRWUAYZ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:43 GMT 2011","1","","600","604800","Sun Oct 23 23:16:43 GMT 2011","560","","2E3LYHVI44OSLDRU4IEE5SBCS2DX36","AAMGTBCK7TQMX","Submitted","Tue Oct 18 15:29:08 GMT 2011","Tue Oct 18 15:29:51 GMT 2011","Tue Oct 25 08:29:51 PDT 2011","","","","43","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0003.jpg","square","blue","circle","green","shape","color","2","1","1","square","blue","solid","square","green","solid","circle","green","solid","2","1","45","45","10"
"21ASZVXX2Q45DNQQK37NOW1NMJJP7R","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:43 GMT 2011","1","","600","604800","Sun Oct 23 23:16:43 GMT 2011","461","","2IBIA0RYNJ926CQMWA2MPTUJ0IH38U","AOYWRZFUDC5Y6","Approved","Mon Oct 10 17:36:15 GMT 2011","Mon Oct 10 17:37:01 GMT 2011","Mon Oct 17 10:37:01 PDT 2011","Mon Oct 17 10:07:51 PDT 2011","","","46","100% (3/3)","100% (3/3)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0004.jpg","green","dotted","blue","striped","color","pattern","2","1","2","cloud","green","striped","cloud","green","dotted","cloud","blue","striped","2","1","50","50","0"
"2NPD1X3V0FK0VHQ2FJSMDPKK3WOLED","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:16:52 GMT 2011","1","","600","604800","Sun Oct 23 23:16:52 GMT 2011","1059","","2O8OOGQSCM6IT38SANLU000QRFAGGN","A2FJFXGPXRUOO7","Approved","Wed Oct 05 10:37:20 GMT 2011","Wed Oct 05 10:38:00 GMT 2011","Wed Oct 12 10:38:00 GMT 2011","2011/10/12 10:39:59 +0000","","","40","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0005.jpg","striped","circle","dotted","square","pattern","shape","3","3","1","circle","red","striped","circle","red","striped","circle","red","striped","3","3","33","34","33"
