"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.adj1val","Answer.adj2val","Answer.answer1","Answer.answer2","Approve","Reject"
"248Q7Q67051Q35TRX7KQI1XMATYDXZ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","920","","22IV66RLPHITMA1W60BIC2NLS2WF70","AGB6TPE2C3EY0","Approved","Thu Oct 06 04:42:09 GMT 2011","Thu Oct 06 04:45:11 GMT 2011","Thu Oct 13 04:45:11 GMT 2011","2011/10/13 04:51:01 +0000","","","182","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0001.jpg","circle","dotted","square","striped","shape","pattern","3","3","3","circle","red","dotted","circle","red","dotted","circle","red","dotted","1","99","45","1"
"27IONNVRH1KH72KGNGY6TV9LE75OX7","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","1079","","2XIY2RCJK63ZE79HN5BUOAQBKF0V6S","A3MYSVTTRQ57WL","Approved","Wed Oct 05 06:25:54 GMT 2011","Wed Oct 05 06:27:49 GMT 2011","Wed Oct 12 06:27:49 GMT 2011","2011/10/12 07:05:35 +0000","","","115","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0002.jpg","circle","dotted","square","striped","shape","pattern","3","3","3","circle","red","dotted","circle","red","dotted","circle","red","dotted","40","60","3","3"
"2UHKPFE4EGDHWF85HD99TZW6BPX8IO","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","1056","","2D15SW6NG1FSMG4NFGPF7FZU0GTIWH","A3DHBVX2WFBKQS","Approved","Wed Oct 05 10:52:40 GMT 2011","Wed Oct 05 10:52:56 GMT 2011","Wed Oct 12 10:52:56 GMT 2011","2011/10/12 10:55:02 +0000","","","16","69% (9/13)","69% (9/13)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0003.jpg","green","dotted","blue","striped","color","pattern","3","3","1","cloud","green","dotted","cloud","green","dotted","cloud","green","dotted","50","50","3","3"
"2FQE4BLYHVI4NHY2GQL8JNEZMM80U1","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","1052","","2AXBMJTUHYW2ZMV9NFYSBWM374QINR","A3DHBVX2WFBKQS","Approved","Wed Oct 05 10:57:07 GMT 2011","Wed Oct 05 10:57:48 GMT 2011","Wed Oct 12 10:57:48 GMT 2011","2011/10/12 10:59:59 +0000","","","41","69% (9/13)","69% (9/13)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0001.jpg","dotted","blue","striped","green","pattern","color","2","1","1","cloud","blue","dotted","cloud","green","dotted","cloud","green","striped","0","100","2","1"
"2LHMAZHHRRLF9TUNJ0IH7KHO3PEMDO","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:48 GMT 2011","1","","600","604800","Sun Oct 23 23:47:48 GMT 2011","1086","","25H9746OQ1SN9JDQ2CR57QKEOLJN3K","A3TSHG5R492EHU","Approved","Wed Oct 05 05:32:00 GMT 2011","Wed Oct 05 05:33:13 GMT 2011","Wed Oct 12 05:33:13 GMT 2011","2011/10/12 05:35:03 +0000","","","73","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0004.jpg","dotted","green","striped","blue","pattern","color","3","3","3","cloud","green","dotted","cloud","green","dotted","cloud","green","dotted","50","50","42","3"
"24ZMVHVKCJ01KD870OY9QQW6VJM75R","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","896","","2KTQP6AUC26DZZDDX2UV6FK2EQE92P","A237N8IQ7G5OOS","Approved","Thu Oct 06 14:11:37 GMT 2011","Thu Oct 06 14:13:11 GMT 2011","Thu Oct 13 14:13:11 GMT 2011","2011/10/13 14:15:05 +0000","","","94","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0002.jpg","square","dotted","circle","striped","shape","pattern","2","1","2","square","red","striped","square","red","dotted","circle","red","striped","40","60","3","14"
"2HOUFBNFSVGU48991XN6TG1FMELJ59","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","1185","","2W0JIA0RYNJ9LGPKI5WBSJTWIQU27P","A3HIVZFTD8CNL2","Approved","Tue Oct 04 23:35:00 GMT 2011","Tue Oct 04 23:36:07 GMT 2011","Tue Oct 11 23:36:07 GMT 2011","2011/10/11 23:40:31 +0000","","","67","100% (2/2)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0005.jpg","dotted","blue","striped","green","pattern","color","3","3","2","cloud","blue","dotted","cloud","blue","dotted","cloud","blue","dotted","100","","3","3"
"2FJTHV8ER9Y8CGQII4JMBKFHMDM3QU","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","1414","","2DPUYT3DHJHPN4JDGLVYERSZAKCT09","A2V3FO3J6XUPQK","Approved","Tue Oct 04 03:02:56 GMT 2011","Tue Oct 04 03:05:03 GMT 2011","Tue Oct 11 03:05:03 GMT 2011","2011/10/11 03:10:06 +0000","","","127","100% (3/3)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0003.jpg","green","square","blue","circle","color","shape","2","1","3","circle","green","solid","circle","blue","solid","square","green","solid","40","60","2","1"
"2KOXBAT2D5NQHGBFZVRJM5TYGYB26M","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","750","","22C9RJ85OZIZXASA6UDOUQ5GYZIW8C","A39LYNBJ1U4QIQ","Approved","Fri Oct 07 19:52:49 GMT 2011","Fri Oct 07 19:56:04 GMT 2011","Fri Oct 14 19:56:04 GMT 2011","2011/10/14 20:00:01 +0000","","","195","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0004.jpg","dotted","square","striped","circle","pattern","shape","2","1","2","circle","red","striped","square","red","dotted","circle","red","dotted","","100","2","1"
"2Q69Z6KW4ZMAIANRNQ6Q6ONNP2GF6J","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","75","","27ZH57DZKPFEN7MDDID2BL8KCA33DS","A3JHLULIITGX5J","Approved","Sun Oct 16 18:43:31 GMT 2011","Sun Oct 16 18:44:23 GMT 2011","Sun Oct 23 11:44:23 PDT 2011","Mon Oct 17 10:10:32 PDT 2011","","","52","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0006.jpg","green","dotted","blue","striped","color","pattern","3","3","2","cloud","green","dotted","cloud","green","dotted","cloud","green","dotted","50","50","3","3"
