"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.answer1","Answer.answer2","Answer.obj1val","Answer.obj2val","Answer.obj3val","Approve","Reject"
"231UNU8LZ6R7J9BR5D48P3VE3WAK44","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:33 GMT 2011","1","","600","604800","Mon Nov 07 17:22:33 GMT 2011","37","","21T4IXKO2L9207IW6BO34OCEL6ZDCO","A2M2I4M4PEP4SJ","Approved","Mon Oct 31 14:53:03 GMT 2011","Mon Oct 31 14:53:58 GMT 2011","Mon Nov 07 14:53:58 GMT 2011","2011/11/07 14:55:37 +0000","","","55","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0001.jpg","green","striped","blue","dotted","color","pattern","2","1","3","cloud","blue","dotted","cloud","green","dotted","cloud","green","striped","2","1","25","25","50"
"2SLQ39Z0B6UT7ZZ4A0JT1RKGLW9XM0","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:33 GMT 2011","1","","600","604800","Mon Nov 07 17:22:33 GMT 2011","82","","2R8YQ4J3NAB6U8SFBTPYOT1VPH2DQN","A13JS6BRN2L9FT","Approved","Sun Oct 30 20:36:44 GMT 2011","Sun Oct 30 20:38:15 GMT 2011","Sun Nov 06 20:38:15 GMT 2011","2011/11/06 20:40:09 +0000","","","91","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0002.jpg","circle","blue","square","green","shape","color","2","1","1","circle","blue","solid","circle","green","solid","square","green","solid","1","1","70","10","20"
"2PWR9Y8TNKIMILS5GK8S8OM0LGD8VL","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:33 GMT 2011","1","","600","604800","Mon Nov 07 17:22:33 GMT 2011","107","","2IEQU6L5OBVC1UXXT91IPF7I02LFYN","A1GE2PHV7KUMWQ","Submitted","Sun Oct 30 14:59:28 GMT 2011","Sun Oct 30 15:00:37 GMT 2011","Sun Nov 06 07:00:37 PST 2011","","","","69","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0003.jpg","square","blue","circle","green","shape","color","2","1","1","square","blue","solid","square","green","solid","circle","green","solid","2","1","30","40","30"
"2FQE4BLYHVI4NHY2GQL8JNEZOBSU0V","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:33 GMT 2011","1","","600","604800","Mon Nov 07 17:22:33 GMT 2011","101","","2TEJUNU8LZ6RQTM5NEZDEJ3XK8HJ3Y","A2EY7P53ORACOA","Approved","Sun Oct 30 17:02:40 GMT 2011","Sun Oct 30 17:04:18 GMT 2011","Sun Nov 06 17:04:18 GMT 2011","2011/11/06 17:05:04 +0000","","","98","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0004.jpg","green","dotted","blue","striped","color","pattern","2","1","2","cloud","green","striped","cloud","green","dotted","cloud","blue","striped","2","1","50","25","25"
"21ASZVXX2Q45DNQQK37NOW1NO86P7U","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:33 GMT 2011","1","","600","604800","Mon Nov 07 17:22:33 GMT 2011","216","","298KPEIB9BAW4LSXLVWV3UD5ROS0XB","A1JJ8FDRDQZTRS","Approved","Sat Oct 29 06:49:12 GMT 2011","Sat Oct 29 06:50:13 GMT 2011","Sat Nov 05 06:50:13 GMT 2011","2011/11/05 06:55:05 +0000","","","61","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0005.jpg","square","dotted","circle","striped","shape","pattern","2","1","1","square","red","dotted","circle","red","striped","square","red","striped","2","1","45","30","25"
"2EKQ45UUKQOYZGOWXSJ8UG01W7ADVW","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:33 GMT 2011","1","","600","604800","Mon Nov 07 17:22:33 GMT 2011","238","","2PD6VCPWZ9RNWPOOR6J7YN3FY9YPA2","A1KVISSAPV2515","Approved","Sat Oct 29 01:09:55 GMT 2011","Sat Oct 29 01:10:38 GMT 2011","Sat Nov 05 01:10:38 GMT 2011","2011/11/05 01:15:36 +0000","","","43","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0006.jpg","green","square","blue","circle","color","shape","2","1","1","square","green","solid","circle","green","solid","circle","blue","solid","2","1","45","10","45"
"2F8S1CSTMOFXA6Y4EHSE4DNXFF4ROE","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:33 GMT 2011","1","","600","604800","Mon Nov 07 17:22:33 GMT 2011","134","","29BMJUNU8LZ6A06G1W08J8J50DLI2Y","A1W98YMM7M6TNV","Approved","Sun Oct 30 04:23:16 GMT 2011","Sun Oct 30 04:24:00 GMT 2011","Sun Nov 06 04:24:00 GMT 2011","2011/11/06 04:25:23 +0000","","","44","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0007.jpg","green","square","blue","circle","color","shape","2","1","3","circle","blue","solid","circle","green","solid","square","green","solid","2","1","50","25","25"
"2ZKKYEPLSP753ES6SOUOGHQEMV1WQU","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","174","","2AKPW1INMHGY9XP3JF26HFMHKLJ5IP","A2TNLXNVHQ8TIT","Approved","Sat Oct 29 18:56:08 GMT 2011","Sat Oct 29 18:57:58 GMT 2011","Sat Nov 05 18:57:58 GMT 2011","2011/11/05 19:00:35 +0000","","","110","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0008.jpg","dotted","blue","striped","green","pattern","color","2","1","3","cloud","green","dotted","cloud","green","striped","cloud","blue","dotted","2","1","33","34","33"
"23WZZ2MIKMN9D1V9U8ZT2WXIZSCP8H","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","135","","2D15SW6NG1FSMG4NFGPF7FZU4KDIWD","A2WXHNOE8Z8HSQ","Approved","Sun Oct 30 03:37:02 GMT 2011","Sun Oct 30 03:37:48 GMT 2011","Sun Nov 06 03:37:48 GMT 2011","2011/11/06 03:40:43 +0000","","","46","100% (5/5)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0009.jpg","circle","blue","square","green","shape","color","2","1","1","circle","blue","solid","square","green","solid","circle","green","solid","2","1","33","34","33"
"2VTDPGFL6VCPFSFRJINIUV1S3S5K59","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","99","","2DFAB6BFMFFOHROTXYAFJGEUI1EWJK","A1LA4DMR4684N5","Approved","Sun Oct 30 17:22:48 GMT 2011","Sun Oct 30 17:24:38 GMT 2011","Sun Nov 06 17:24:38 GMT 2011","2011/11/06 17:27:03 +0000","","","110","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0010.jpg","dotted","green","striped","blue","pattern","color","2","1","1","cloud","green","dotted","cloud","blue","dotted","cloud","blue","striped","30","1","40","10","50"
