"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.answer1","Answer.answer2","Answer.obj1val","Answer.obj2val","Answer.obj3val","Approve","Reject"
"2AOS8SV7WGKCVORLZH139MHAJ12Q0M","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","19","","28XCOW0LGRZ3R5XFHHXVTUZYGJCZ8W","A1QJLPUNRTFRUU","Submitted","Tue Oct 18 00:51:37 GMT 2011","Tue Oct 18 00:53:31 GMT 2011","Mon Oct 24 17:53:31 PDT 2011","","","","114","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0001.jpg","green","striped","blue","dotted","color","pattern","3","3","3","cloud","green","striped","cloud","green","striped","cloud","green","striped","3","15","33","34","33"
"2AG24E6AUBXHFLN7BQ091BZW72K0W1","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","750","","2C521O3W5XH02IVSE7BYKPLURHQHBW","A1L18GSQXW2YT7","Approved","Fri Oct 07 19:56:41 GMT 2011","Fri Oct 07 19:57:35 GMT 2011","Fri Oct 14 19:57:35 GMT 2011","2011/10/14 20:00:01 +0000","","","54","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0002.jpg","green","square","blue","circle","color","shape","3","3","2","square","green","solid","square","green","solid","square","green","solid","3","3","10","10","80"
"2OVZKPFE4EGD06S21QZIFNZW0SCH7H","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","179","","224XKNQY2RCJ3Z9ZRJUHX0KWL85R28","A14O0DJ7NUBELD","Submitted","Tue Oct 18 21:32:52 GMT 2011","Tue Oct 18 21:35:42 GMT 2011","Tue Oct 25 14:35:42 PDT 2011","","","","170","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0003.jpg","green","striped","blue","dotted","color","pattern","3","3","3","cloud","green","striped","cloud","green","striped","cloud","green","striped","3","3","29","42","29"
"2OVZKPFE4EGD06S21QZIFNZW0SCH7H","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","179","","2JZ46OQ1SNQQQJC7WASQQCNT31C5P0","A27CFJFIOC1FGQ","Rejected","Wed Oct 12 22:17:48 GMT 2011","Wed Oct 12 22:18:52 GMT 2011","Wed Oct 19 15:18:52 PDT 2011","","Thu Oct 13 11:47:30 PDT 2011","The instructions clearly state to do only one ""Communication Game"" HIT. Since you completed the HIT multiple times, I have to reject your submission.","64","0% (0/5)","0% (0/5)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0003.jpg","green","striped","blue","dotted","color","pattern","3","3","3","cloud","green","striped","cloud","green","striped","cloud","green","striped","15","3","40","30","30"
"2OVZKPFE4EGD06S21QZIFNZW0SCH7H","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","179","","2RKTLB3L0FBJSBUBFJARKVE7UEYWKC","AOEXXYD23QG83","Rejected","Mon Oct 17 04:01:50 GMT 2011","Mon Oct 17 04:03:02 GMT 2011","Sun Oct 23 21:03:02 PDT 2011","","Mon Oct 17 10:19:35 PDT 2011","The instructions clearly state to do only one ""Communication Game"" HIT. Since you completed the HIT multiple times, I have to reject your submission.","72","67% (2/3)","50% (1/2)","0% (0/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0003.jpg","green","striped","blue","dotted","color","pattern","3","3","3","cloud","green","striped","cloud","green","striped","cloud","green","striped","3","3","33","34","33"
"2C914IXKO2L9LAKCSFXX9YOC6QZBCP","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","365","","2X5WIOV1S7SNM6ZGQ6UYJZ8PAI8KZZ","A3QHHC0G4ONFXH","Approved","Tue Oct 11 12:49:11 GMT 2011","Tue Oct 11 12:50:30 GMT 2011","Tue Oct 18 05:50:30 PDT 2011","Mon Oct 17 10:20:41 PDT 2011","","","79","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0004.jpg","blue","dotted","green","striped","color","pattern","3","3","3","cloud","blue","dotted","cloud","blue","dotted","cloud","blue","dotted","3","3","33","34","33"
"21405BMJTUHYFVMTLEIADS5WGC5LGW","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","132","","262VKI62NJQ2K08Z5EHHCBKNFYVLTG","A17UN4PKX7BBYW","Rejected","Thu Oct 13 14:54:48 GMT 2011","Thu Oct 13 14:55:02 GMT 2011","Thu Oct 20 07:55:02 PDT 2011","","Thu Oct 13 11:47:34 PDT 2011","The instructions clearly state to do only one ""Communication Game"" HIT. Since you completed the HIT multiple times, I have to reject your submission.","14","0% (0/18)","0% (0/18)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0005.jpg","striped","circle","dotted","square","pattern","shape","3","3","1","circle","red","striped","circle","red","striped","circle","red","striped","3","3","33.3","33.3","33.3"
"21405BMJTUHYFVMTLEIADS5WGC5LGW","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","132","","2BANMHGYQ4J363H67KDFLOY0LAJM9C","A2WMC1AG01AUWC","Approved","Sat Oct 15 17:22:23 GMT 2011","Sat Oct 15 17:24:17 GMT 2011","Sat Oct 22 10:24:17 PDT 2011","Mon Oct 17 10:20:53 PDT 2011","","","114","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0005.jpg","striped","circle","dotted","square","pattern","shape","3","3","1","circle","red","striped","circle","red","striped","circle","red","striped","2","2","25","25","50"
"2787Q67051QKVGX1YYHC7XMGCBTYEJ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:39 GMT 2011","1","","600","604800","Sun Oct 23 23:50:39 GMT 2011","49","","2XBKM05BMJTU0R22CYG9XA7U8KSEJC","A3LZYB5X433PB1","Approved","Mon Oct 17 02:09:00 GMT 2011","Mon Oct 17 02:11:53 GMT 2011","Sun Oct 23 19:11:53 PDT 2011","Mon Oct 17 10:20:49 PDT 2011","","","173","100% (2/2)","100% (2/2)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0006.jpg","square","blue","circle","green","shape","color","3","3","3","square","blue","solid","square","blue","solid","square","blue","solid","3","3","20","35","45"
"25ZOVR14IXKOLEF2DJ3WG6X3SZB896","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:50:40 GMT 2011","1","","600","604800","Sun Oct 23 23:50:40 GMT 2011","269","","2P3NFSVGULF3SYYW2S71LS3P0JJM8Y","A25MU8DEZA91PZ","Approved","Wed Oct 12 06:56:52 GMT 2011","Wed Oct 12 06:57:27 GMT 2011","Tue Oct 18 23:57:27 PDT 2011","Mon Oct 17 10:20:17 PDT 2011","","","35","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond1-img0007.jpg","dotted","square","striped","circle","pattern","shape","3","3","2","square","red","dotted","square","red","dotted","square","red","dotted","3","3","34","33","33"
