"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.adj1val","Answer.adj2val","Answer.answer1","Answer.answer2","Approve","Reject"
"2KD0FK0COK2JXUS7LPB9RRW6IA3QJO","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:37 GMT 2011","1","","600","604800","Sun Oct 23 23:06:37 GMT 2011","1368","","2NE25L8I9NZWPAKZ2T54WW7V9USTJS","A35SIE6LJB1GP9","Approved","Tue Oct 04 06:50:43 GMT 2011","Tue Oct 04 06:51:59 GMT 2011","Tue Oct 11 06:51:59 GMT 2011","2011/10/11 06:55:08 +0000","","","76","100% (3/3)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0001.jpg","blue","square","green","circle","color","shape","2","1","1","square","blue","solid","circle","green","solid","circle","blue","solid","0","100","2","1"
"26QPJWKUDD8X549QZEQ0H6UTIHMLAE","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:43 GMT 2011","1","","600","604800","Sun Oct 23 23:06:43 GMT 2011","1091","","25OAVKI62NJQLUD2VE0QN6BMM6ASK9","A3MZQF9FS0ABE2","Approved","Wed Oct 05 05:14:56 GMT 2011","Wed Oct 05 05:16:25 GMT 2011","Wed Oct 12 05:16:25 GMT 2011","2011/10/12 05:20:06 +0000","","","89","36% (5/14)","36% (5/14)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0001.jpg","green","circle","blue","square","color","shape","3","3","1","circle","green","solid","circle","green","solid","circle","green","solid","color","dotted","3","3"
"2WAVGULF395SFZTGXKJ3TYNJ597PBA","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:37 GMT 2011","1","","600","604800","Sun Oct 23 23:06:37 GMT 2011","1473","","2KYX3YOCCF0C8YQXLY9NOIX0HPLSR1","A339ADK5QEQS1X","Approved","Mon Oct 03 23:54:44 GMT 2011","Mon Oct 03 23:55:54 GMT 2011","Mon Oct 10 23:55:54 GMT 2011","2011/10/11 00:00:20 +0000","","","70","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0002.jpg","dotted","circle","striped","square","pattern","shape","2","1","1","circle","red","dotted","square","red","striped","square","red","dotted","10","90","2","1"
"2KE5XH0JPPSILD4ELQJPD5KLGHPGMN","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:36 GMT 2011","1","","600","604800","Sun Oct 23 23:06:36 GMT 2011","372","","2IKV7WGKCCVL4WIAZ8DHGPQ6EZ9T3O","A88E268BOX4PM","Approved","Tue Oct 11 07:53:41 GMT 2011","Tue Oct 11 07:54:19 GMT 2011","Tue Oct 18 00:54:19 PDT 2011","Mon Oct 17 10:06:04 PDT 2011","","","38","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0003.jpg","green","dotted","blue","striped","color","pattern","2","1","2","cloud","green","striped","cloud","green","dotted","cloud","blue","striped","0","100","2","1"
"218W618N46UXY5J4123EZNDSH4DQO7","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1354","","211ZJMJUNU8LIZX7WLWRF8DAKSE0GL","A3LF1GQ9QY3B27","Approved","Tue Oct 04 11:53:18 GMT 2011","Tue Oct 04 11:57:48 GMT 2011","Tue Oct 11 11:57:48 GMT 2011","2011/10/11 12:00:16 +0000","","","270","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0002.jpg","green","dotted","blue","striped","color","pattern","3","3","2","cloud","green","dotted","cloud","green","dotted","cloud","green","dotted","50","50","45","3"
"2G151RYQM3EL9GSCMDKG0FTEO4IZ0K","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:36 GMT 2011","1","","600","604800","Sun Oct 23 23:06:36 GMT 2011","1377","","2TS11K274J793J26XDE4CUXHD15FDA","A3LTPM1X8W63M0","Approved","Tue Oct 04 05:01:10 GMT 2011","Tue Oct 04 05:01:54 GMT 2011","Tue Oct 11 05:01:54 GMT 2011","2011/10/11 05:05:05 +0000","","","44","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0004.jpg","green","striped","blue","dotted","color","pattern","2","1","1","cloud","green","striped","cloud","blue","dotted","cloud","green","dotted","25","75","2","1"
"2AG24E6AUBXHFLN7BQ091BZW72EW0R","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:36 GMT 2011","1","","600","604800","Sun Oct 23 23:06:36 GMT 2011","1214","","27EB3Q39Z0B6DMU6P95VYTVTL89VKI","A2JKJAURBV2IUT","Approved","Tue Oct 04 20:48:46 GMT 2011","Tue Oct 04 20:49:59 GMT 2011","Tue Oct 11 20:49:59 GMT 2011","2011/10/11 20:57:17 +0000","","","73","50% (1/2)","50% (1/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0005.jpg","green","striped","blue","dotted","color","pattern","2","1","1","cloud","green","striped","cloud","blue","dotted","cloud","green","dotted","50","50","2","1"
"2BGT3DHJHP4BW6QG03ZRYX9XXRW2V7","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","4","","2ZHSI2KYEPLS80BKHRXWP3OCKNXTNG","A1BB9W5LTP3OAX","Submitted","Tue Oct 18 17:08:40 GMT 2011","Tue Oct 18 17:10:05 GMT 2011","Tue Oct 25 10:10:05 PDT 2011","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0003.jpg","circle","dotted","square","striped","shape","pattern","3","3","2","circle","red","dotted","circle","red","dotted","circle","red","dotted","50","50","3","3"
"2Q9NDWIOV1S7BG9DPLL19YDZ2Y0XIF","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:37 GMT 2011","1","","600","604800","Sun Oct 23 23:06:37 GMT 2011","632","","2HW6OQ1SNQQ79ZD016HKINR348M6QH","A3KJ2VGQWJ2B8L","Approved","Sun Oct 09 02:55:37 GMT 2011","Sun Oct 09 02:56:08 GMT 2011","Sun Oct 16 02:56:08 GMT 2011","2011/10/16 03:00:18 +0000","","","31","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0006.jpg","circle","blue","square","green","shape","color","2","1","2","circle","green","solid","circle","blue","solid","square","green","solid","","100","2","1"
"26E1INMHGYQ42WTA7B2FSFFOS9B7K6","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","424","","2PKVGULF395SFZTGXKJ3TYNLDMMBP9","A13X2JBEQYAX44","Approved","Mon Oct 10 22:53:55 GMT 2011","Mon Oct 10 22:54:47 GMT 2011","Mon Oct 17 15:54:47 PDT 2011","Mon Oct 17 10:05:44 PDT 2011","","","52","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0004.jpg","circle","striped","square","dotted","shape","pattern","3","3","2","circle","red","striped","circle","red","striped","circle","red","striped","50","50","3","3"
